 0.15 | -1.1800000000000002
 -0.01 | -1.1900000000000002
 0.79 | -0.40000000000000013
 0.58 | 0
 1.58 | 0
 5.8 | 0
 1.17 | 0
 2.56 | 0
 4.31 | 0
 3.36 | 0
 10.67 | 0
 -3.42 | -3.42
 1.63 | -1.79
 0.56 | -1.23
 0.66 | -0.57
 2.54 | 0
 14.37 | 0
 0.7 | 0
 -1.21 | -1.21
 0.56 | -0.6499999999999999
 1.16 | 0
 0.08 | 0
 0.78 | 0
 1.29 | 0
 0.75 | 0
 -0.1 | -0.1
 0.36 | 0
 0.44 | 0
 3.24 | 0
 2.84 | 0
 2.68 | 0
 1.63 | 0
 3.67 | 0
 4.25 | 0
 -0.0 | 0.0
 0.1 | 0
 0.42 | 0
 -0.09 | -0.09
 1.89 | 0
 0.95 | 0
 0.7 | 0
 4.0 | 0
 -2.96 | -2.96
 0.05 | -2.91
 -0.99 | -3.9000000000000004
 -0.18 | -4.08
 0.26 | -3.8200000000000003
 -12.71 | -16.53
 0.71 | -15.82
 0.75 | -15.07
 -1.84 | -16.91
 1.92 | -14.99
 1.88 | -13.11
 1.05 | -12.059999999999999
 0.43 | -11.629999999999999
 0.84 | -10.79
 0.88 | -9.909999999999998
 0.32 | -9.589999999999998
 0.19 | -9.399999999999999
 1.66 | -7.739999999999998
 5.02 | -2.719999999999999
 -0.32 | -3.0399999999999987
 1.24 | -1.7999999999999987
 -1.71 | -3.509999999999999
 -0.3 | -3.8099999999999987
 0.78 | -3.0299999999999985
 1.69 | -1.3399999999999985
 3.48 | 0
 -0.72 | -0.72
 10.96 | 0
 0.46 | 0
 -0.32 | -0.32
 0.62 | 0
 0.93 | 0
 1.07 | 0
 1.73 | 0
 3.66 | 0
 2.16 | 0
 2.55 | 0
 8.09 | 0
 0.78 | 0
 3.39 | 0
 2.03 | 0
 5.27 | 0
 0.58 | 0
 2.34 | 0
 6.45 | 0
 2.69 | 0
 0.76 | 0
 -0.48 | -0.48
 0.09 | -0.39
 -1.36 | -1.75
 -0.15 | -1.9
 -0.47 | -2.37
 0.73 | -1.6400000000000001
 -1.52 | -3.16
 1.04 | -2.12
 0.17 | -1.9500000000000002
 0.04 | -1.9100000000000001
 -10.25 | -12.16
 0.34 | -11.82
 1.67 | -10.15
 0.8 | -9.35
 1.05 | -8.299999999999999
 0.25 | -8.049999999999999
 3.02 | -5.029999999999999
 -1.21 | -6.239999999999999
 2.29 | -3.9499999999999993
 -0.78 | -4.7299999999999995
 0.82 | -3.9099999999999997
 1.87 | -2.0399999999999996
 2.36 | 0
 0.08 | 0
 -0.33 | -0.33
 0.05 | -0.28
 -0.78 | -1.06
 -3.62 | -4.68
 3.29 | -1.3899999999999997
 1.13 | -0.2599999999999998
 2.48 | 0
 2.12 | 0
 8.94 | 0
 -0.81 | -0.81
 -0.16 | -0.9700000000000001
 -1.28 | -2.25
 0.91 | -1.3399999999999999
 0.51 | -0.8299999999999998
 -0.94 | -1.7699999999999998
 0.07 | -1.6999999999999997
 2.56 | 0
 0.33 | 0
 -4.88 | -4.88
 0.58 | -4.3
 1.06 | -3.2399999999999998
 -0.67 | -3.9099999999999997
 0.97 | -2.9399999999999995
 0.97 | -1.9699999999999995
 -0.87 | -2.8399999999999994
 2.27 | -0.5699999999999994
 3.57 | 0
 0.54 | 0
 1.51 | 0
 0.54 | 0
 1.42 | 0
 1.03 | 0
 -4.68 | -4.68
 -0.33 | -5.01
 0.82 | -4.1899999999999995
 -4.34 | -8.53
 16.96 | 0
 2.11 | 0
 -0.27 | -0.27
 0.42 | 0
 -2.5 | -2.5
 0.07 | -2.43
 -10.15 | -12.58
 -0.05 | -12.63
 0.39 | -12.24
 9.66 | -2.58
 17.89 | 0
 0.77 | 0
 0.27 | 0
 -2.25 | -2.25
 17.72 | 0
 -0.56 | -0.56
 1.7 | 0
 1.83 | 0
 2.81 | 0
 1.48 | 0
 -1.17 | -1.17
 2.14 | 0
 -0.17 | -0.17
 -1.82 | -1.99
 0.57 | -1.42
 -0.12 | -1.54
 0.92 | -0.62
 -0.6 | -1.22
 -1.62 | -2.84
 0.77 | -2.07
 -2.61 | -4.68
 0.33 | -4.35
 1.26 | -3.09
 0.19 | -2.9
 0.56 | -2.34
 0.49 | -1.8499999999999999
 1.04 | -0.8099999999999998
 -3.72 | -4.53
 0.47 | -4.0600000000000005
 -0.52 | -4.58
 -0.71 | -5.29
 1.21 | -4.08
 -1.27 | -5.35
 -0.67 | -6.02
 0.27 | -5.75
 2.81 | -2.94
 -0.76 | -3.7
 -1.44 | -5.140000000000001
 -0.45 | -5.590000000000001
 -1.28 | -6.870000000000001
 1.04 | -5.830000000000001
 2.24 | -3.5900000000000007
 3.66 | 0
 0.27 | 0
 3.14 | 0
 2.62 | 0
 -0.19 | -0.19
 -4.42 | -4.61
 -0.87 | -5.48
 1.98 | -3.5000000000000004
 0.63 | -2.8700000000000006
 0.61 | -2.2600000000000007
 -0.84 | -3.1000000000000005
 3.03 | -0.07000000000000073
 2.22 | 0
 -2.96 | -2.96
 4.78 | 0
 -3.86 | -3.86
 -1.31 | -5.17
 -0.02 | -5.1899999999999995
 -0.23 | -5.42
 -0.83 | -6.25
 -0.38 | -6.63
 0.85 | -5.78
 3.76 | -2.0200000000000005
 1.64 | -0.38000000000000056
 -0.57 | -0.9500000000000005
 -0.54 | -1.4900000000000007
 0.48 | -1.0100000000000007
 1.49 | 0
 0.16 | 0
 0.3 | 0
 1.01 | 0
 0.98 | 0
 -1.78 | -1.78
 -1.52 | -3.3
 2.27 | -1.0299999999999998
 1.47 | 0
 1.29 | 0
 4.81 | 0
 2.02 | 0
 -0.58 | -0.58
 -13.23 | -13.81
 1.12 | -12.690000000000001
 0.94 | -11.750000000000002
 2.51 | -9.240000000000002
 0.23 | -9.010000000000002
 8.36 | -0.6500000000000021
 1.44 | 0
 1.21 | 0
 -0.63 | -0.63
 -0.3 | -0.9299999999999999
 -0.32 | -1.25
 1.4 | 0
 0.39 | 0
 -0.06 | -0.06
 1.0 | 0
 -2.47 | -2.47
 0.34 | -2.1300000000000003
 1.11 | -1.0200000000000002
 0.63 | -0.39000000000000024
 0.58 | 0
 0.33 | 0
 0.13 | 0
 0.32 | 0
 0.78 | 0
 -0.01 | -0.01
 -1.04 | -1.05
 1.65 | 0
 -1.5 | -1.5
 0.7 | -0.8
 0.66 | -0.14
 1.19 | 0
 6.41 | 0
 0.54 | 0
 0.88 | 0
 0.48 | 0
 0.44 | 0
 5.87 | 0
 -1.9 | -1.9
 3.24 | 0
 1.25 | 0
 -1.55 | -1.55
 1.53 | -0.020000000000000018
 2.62 | 0
 1.55 | 0
 2.81 | 0
 -0.74 | -0.74
 1.2 | 0
 3.64 | 0
 0.74 | 0
 0.51 | 0
 -8.6 | -8.6
 0.85 | -7.75
 -0.04 | -7.79
 3.11 | -4.68
 1.82 | -2.8599999999999994
 -7.51 | -10.37
 5.88 | -4.489999999999999
 -1.31 | -5.799999999999999
 1.97 | -3.829999999999999
 -2.63 | -6.459999999999999
 -1.44 | -7.899999999999999
 -3.08 | -10.979999999999999
 5.93 | -5.049999999999999
 1.52 | -3.529999999999999
 3.07 | -0.4599999999999991
 -0.62 | -1.0799999999999992
 -4.52 | -5.599999999999999
 2.24 | -3.3599999999999985
 1.38 | -1.9799999999999986
 0.47 | -1.5099999999999987
 -0.33 | -1.8399999999999987
 2.88 | 0
 -2.04 | -2.04
 0.18 | -1.86
 0.67 | -1.19
 0.4 | -0.7899999999999999
 -5.91 | -6.7
 1.14 | -5.5600000000000005
 1.28 | -4.28
 1.78 | -2.5
 1.69 | -0.81
 3.63 | 0
 0.62 | 0
 3.26 | 0
 0.47 | 0
 -1.06 | -1.06
 -0.45 | -1.51
 2.35 | 0
 0.86 | 0
 2.64 | 0
 -2.22 | -2.22
 -3.46 | -5.68
 -0.52 | -6.199999999999999
 -2.85 | -9.049999999999999
 -4.18 | -13.229999999999999
 -0.43 | -13.659999999999998
 -1.54 | -15.2
 -0.14 | -15.34
 0.17 | -15.17
 0.05 | -15.12
 0.97 | -14.149999999999999
 1.36 | -12.79
 1.22 | -11.569999999999999
 0.74 | -10.829999999999998
 -0.16 | -10.989999999999998
 1.22 | -9.769999999999998
 1.97 | -7.799999999999998
 1.03 | -6.769999999999998
 1.27 | -5.499999999999998
 2.16 | -3.339999999999998
 0.09 | -3.2499999999999982
 -0.01 | -3.259999999999998
 1.67 | -1.589999999999998
 0.9 | -0.6899999999999981
 1.96 | 0
 0.01 | 0
 0.0 | 0.0
 0.02 | 0
 2.36 | 0
 -0.62 | -0.62
 2.53 | 0
 1.62 | 0
 1.33 | 0
 1.48 | 0
 13.09 | 0
 4.24 | 0
 5.14 | 0
 -4.27 | -4.27
 1.7 | -2.5699999999999994
 7.96 | 0
 6.37 | 0
 1.01 | 0
 7.18 | 0
 3.45 | 0
 1.99 | 0
 7.02 | 0
 5.57 | 0
 4.52 | 0
 6.39 | 0
 0.04 | 0
 -0.81 | -0.81
 2.94 | 0
 0.91 | 0
 1.81 | 0
 4.8 | 0
 4.27 | 0
 -1.45 | -1.45
 0.32 | -1.13
 -2.05 | -3.1799999999999997
 2.08 | -1.0999999999999996
 -2.51 | -3.6099999999999994
 0.02 | -3.5899999999999994
 -0.68 | -4.27
 3.11 | -1.1599999999999997
 0.48 | -0.6799999999999997
 -0.02 | -0.6999999999999997
 -2.89 | -3.59
 0.25 | -3.34
 2.44 | -0.8999999999999999
 2.6 | 0
 1.59 | 0
 -4.52 | -4.52
 -0.99 | -5.51
 1.61 | -3.8999999999999995
 0.27 | -3.6299999999999994
 -0.05 | -3.6799999999999993
 0.1 | -3.579999999999999
 -0.38 | -3.959999999999999
 0.6 | -3.359999999999999
 -0.77 | -4.129999999999999
 -1.84 | -5.969999999999999
 -10.85 | -16.82
 0.71 | -16.11
 0.81 | -15.299999999999999
 1.45 | -13.85
 -0.03 | -13.879999999999999
 -1.13 | -15.009999999999998
 -5.11 | -20.119999999999997
 -0.56 | -20.679999999999996
 0.26 | -20.419999999999995
 -1.16 | -21.579999999999995
 1.62 | -19.959999999999994
 0.22 | -19.739999999999995
 0.7 | -19.039999999999996
 0.38 | -18.659999999999997
 1.05 | -17.609999999999996
 0.52 | -17.089999999999996
 -0.47 | -17.559999999999995
 0.58 | -16.979999999999997
 0.87 | -16.109999999999996
 2.37 | -13.739999999999995
 1.88 | -11.859999999999996
 0.04 | -11.819999999999997
 -0.13 | -11.949999999999998
 1.18 | -10.769999999999998
 0.52 | -10.249999999999998
 0.5 | -9.749999999999998
 0.27 | -9.479999999999999
 0.54 | -8.939999999999998
 1.2 | -7.7399999999999975
 0.75 | -6.9899999999999975
 0.18 | -6.809999999999998
 0.51 | -6.299999999999998
 0.7 | -5.599999999999998
 0.18 | -5.419999999999998
 1.65 | -3.7699999999999982
 -1.87 | -5.639999999999999
 0.47 | -5.169999999999999
 0.13 | -5.039999999999999
 -0.07 | -5.109999999999999
 0.77 | -4.34
 -0.08 | -4.42
 -0.2 | -4.62
 -0.61 | -5.23
 3.22 | -2.0100000000000002
 2.73 | 0
 -15.14 | -15.14
 4.85 | -10.290000000000001
 -2.7 | -12.990000000000002
 0.24 | -12.750000000000002
 0.16 | -12.590000000000002
 -0.03 | -12.620000000000001
 0.96 | -11.66
 -5.76 | -17.42
 2.24 | -15.180000000000001
 0.52 | -14.660000000000002
 1.22 | -13.440000000000001
 -0.26 | -13.700000000000001
 4.51 | -9.190000000000001
 0.1 | -9.090000000000002
 0.47 | -8.620000000000001
 0.35 | -8.270000000000001
 3.47 | -4.800000000000001
 0.43 | -4.370000000000001
 0.35 | -4.020000000000001
 -8.2 | -12.22
 0.2 | -12.020000000000001
 4.28 | -7.740000000000001
 0.36 | -7.380000000000001
 3.28 | -4.100000000000001
 0.09 | -4.010000000000002
 0.34 | -3.6700000000000017
 1.34 | -2.330000000000002
 -0.56 | -2.890000000000002
 -0.28 | -3.1700000000000017
 -0.26 | -3.4300000000000015
 0.11 | -3.3200000000000016
 -0.04 | -3.3600000000000017
 -1.34 | -4.700000000000002
 -0.41 | -5.110000000000002
 0.13 | -4.980000000000002
 -0.78 | -5.7600000000000025
 0.25 | -5.5100000000000025
 0.15 | -5.360000000000002
 1.64 | -3.7200000000000024
 1.73 | -1.9900000000000024
 1.29 | -0.7000000000000024
 1.54 | 0
 0.79 | 0
 -0.59 | -0.59
 1.24 | 0
 0.58 | 0
 0.28 | 0
 -7.78 | -7.78
 1.48 | -6.300000000000001
 2.15 | -4.15
 0.9 | -3.2500000000000004
 1.33 | -1.9200000000000004
 0.29 | -1.6300000000000003
 0.98 | -0.6500000000000004
 0.67 | 0
 0.13 | 0
 -1.63 | -1.63
 1.31 | -0.31999999999999984
 1.1 | 0
 0.68 | 0
 -0.22 | -0.22
 -0.07 | -0.29000000000000004
 -0.02 | -0.31000000000000005
 0.15 | -0.16000000000000006
 1.53 | 0
 -1.11 | -1.11
 -3.24 | -4.3500000000000005
 0.01 | -4.340000000000001
 2.95 | -1.3900000000000006
 1.26 | -0.13000000000000056
 0.43 | 0
 2.61 | 0
 1.33 | 0
 1.52 | 0
 0.86 | 0
 0.57 | 0
 3.58 | 0
 -0.25 | -0.25
 0.68 | 0
 0.39 | 0
 1.62 | 0
 2.03 | 0
 -0.15 | -0.15
 2.9 | 0
 0.43 | 0
 -2.43 | -2.43
 1.46 | -0.9700000000000002
 1.28 | 0
 1.44 | 0
 1.91 | 0
 2.84 | 0
 0.09 | 0
 0.27 | 0
 -0.56 | -0.56
 -2.01 | -2.57
 -2.05 | -4.619999999999999
 0.07 | -4.549999999999999
 1.93 | -2.619999999999999
 -0.48 | -3.099999999999999
 0.09 | -3.0099999999999993
 0.3 | -2.7099999999999995
 -0.81 | -3.5199999999999996
 -6.41 | -9.93
 -1.96 | -11.89
 0.21 | -11.68
 1.02 | -10.66
 0.72 | -9.94
 -0.03 | -9.969999999999999
 0.07 | -9.899999999999999
 1.01 | -8.889999999999999
 -0.18 | -9.069999999999999
 0.47 | -8.599999999999998
 -1.11 | -9.709999999999997
 0.58 | -9.129999999999997
 -0.07 | -9.199999999999998
 0.0 | -9.199999999999998
 0.33 | -8.869999999999997
 -4.58 | -13.449999999999998
 -1.6 | -15.049999999999997
 5.82 | -9.229999999999997
 0.49 | -8.739999999999997
 0.32 | -8.419999999999996
 0.58 | -7.839999999999996
 0.96 | -6.879999999999996
 2.17 | -4.709999999999996
 1.46 | -3.2499999999999964
 0.79 | -2.4599999999999964
 0.78 | -1.6799999999999964
 0.43 | -1.2499999999999964
 0.48 | -0.7699999999999965
 1.83 | 0
 -0.04 | -0.04
 1.33 | 0
 -1.76 | -1.76
 0.28 | -1.48
 0.05 | -1.43
 0.01 | -1.42
 1.12 | -0.2999999999999998
 0.1 | -0.19999999999999982
 0.95 | 0
 0.03 | 0
 -1.43 | -1.43
 -0.61 | -2.04
 -0.51 | -2.55
 1.11 | -1.4399999999999997
 0.66 | -0.7799999999999997
 0.41 | -0.3699999999999997
 0.02 | -0.3499999999999997
 -0.32 | -0.6699999999999997
 0.73 | 0
 0.6 | 0
 0.16 | 0
 0.08 | 0
 0.08 | 0
 0.77 | 0
 0.58 | 0
 -1.22 | -1.22
 -0.82 | -2.04
 0.42 | -1.62
 0.06 | -1.56
 -0.37 | -1.9300000000000002
 0.02 | -1.9100000000000001
 0.61 | -1.3000000000000003
 0.45 | -0.8500000000000003
 0.9 | 0
 -2.18 | -2.18
 0.99 | -1.1900000000000002
 -2.43 | -3.62
 0.77 | -2.85
 0.53 | -2.3200000000000003
 -0.14 | -2.4600000000000004
 0.98 | -1.4800000000000004
 0.82 | -0.6600000000000005
 0.18 | -0.4800000000000005
 1.31 | 0
 0.34 | 0
 0.1 | 0
 0.35 | 0
 0.19 | 0
 -0.01 | -0.01
 2.2 | 0
 1.82 | 0
 2.42 | 0
 0.38 | 0
 1.54 | 0
 0.31 | 0
 1.06 | 0
 -0.49 | -0.49
 1.05 | 0
 -0.32 | -0.32
 0.91 | 0
 -0.09 | -0.09
 0.47 | 0
 3.3 | 0
 0.32 | 0
 1.18 | 0
 0.71 | 0
 0.41 | 0
 3.48 | 0
 -0.3 | -0.3
 1.91 | 0
 0.69 | 0
 3.07 | 0
 1.28 | 0
 0.65 | 0
 3.07 | 0
 -3.07 | -3.07
 1.92 | -1.15
 2.78 | 0
 -0.03 | -0.03
 1.45 | 0
 1.05 | 0
 1.42 | 0
 2.7 | 0
 1.05 | 0
 -0.07 | -0.07
 0.18 | 0
 2.71 | 0
 0.21 | 0
 0.75 | 0
 0.23 | 0
 0.25 | 0
 0.53 | 0
 0.78 | 0
 0.92 | 0
 1.61 | 0
 0.95 | 0
 1.19 | 0
 -0.01 | -0.01
 0.53 | 0
 1.95 | 0
 0.96 | 0
 12.6 | 0
 0.23 | 0
 -0.75 | -0.75
 0.27 | -0.48
 0.24 | -0.24
 0.35 | 0
 0.03 | 0
 0.29 | 0
 0.99 | 0
 1.19 | 0
 0.7 | 0
 -0.51 | -0.51
 -0.58 | -1.0899999999999999
 4.22 | 0
 2.48 | 0
 5.1 | 0
 0.34 | 0
 -0.16 | -0.16
 1.74 | 0
 3.89 | 0
 7.66 | 0
 1.83 | 0
 7.56 | 0
 14.35 | 0
 0.06 | 0
 1.84 | 0
 -0.49 | -0.49
 1.07 | 0
 0.49 | 0
 4.09 | 0
 0.04 | 0
 1.02 | 0
 3.59 | 0
 0.58 | 0
 1.18 | 0
 0.61 | 0
 -0.62 | -0.62
 -2.4 | -3.02
 2.1 | -0.9199999999999999
 -0.91 | -1.83
 -0.03 | -1.86
 2.18 | 0
 0.68 | 0
 -0.31 | -0.31
 0.09 | -0.22
 0.78 | 0
 0.12 | 0
 0.21 | 0
 0.43 | 0
 1.21 | 0
 -0.04 | -0.04
 -0.71 | -0.75
 0.65 | -0.09999999999999998
 1.39 | 0
 1.87 | 0
 0.92 | 0
 0.14 | 0
 1.33 | 0
 0.74 | 0
 0.76 | 0
 0.26 | 0
 0.16 | 0
 -1.22 | -1.22
 -0.16 | -1.38
 1.06 | -0.31999999999999984
 1.81 | 0
 0.28 | 0
 0.95 | 0
 1.03 | 0
 5.49 | 0
 -0.72 | -0.72
 0.23 | -0.49
 0.66 | 0
 -0.15 | -0.15
 -0.37 | -0.52
 -1.61 | -2.13
 0.45 | -1.68
 13.14 | 0
 0.02 | 0
 -0.31 | -0.31
 3.0 | 0
 5.85 | 0
 2.82 | 0
 16.89 | 0
 0.28 | 0
 0.89 | 0
 3.8 | 0
 1.12 | 0
 1.58 | 0
 2.54 | 0
 0.17 | 0
 0.2 | 0
 0.77 | 0
 0.35 | 0
 0.34 | 0
 0.07 | 0
 0.1 | 0
 0.1 | 0
 0.52 | 0
 2.56 | 0
 0.52 | 0
 -0.8 | -0.8
 0.6 | -0.20000000000000007
 0.65 | 0
 -0.43 | -0.43
 0.08 | -0.35
 -0.26 | -0.61
 -0.4 | -1.01
 1.67 | 0
 0.73 | 0
 0.43 | 0
 3.03 | 0
 0.56 | 0
 1.17 | 0
 1.13 | 0
 -0.96 | -0.96
 -4.8 | -5.76
 3.85 | -1.9099999999999997
 -0.01 | -1.9199999999999997
 -1.27 | -3.1899999999999995
 -0.16 | -3.3499999999999996
 1.29 | -2.0599999999999996
 0.23 | -1.8299999999999996
 1.04 | -0.7899999999999996
 0.96 | 0
 -2.51 | -2.51
 -1.02 | -3.53
 3.34 | -0.18999999999999995
 0.54 | 0
 0.5 | 0
 -4.25 | -4.25
 0.87 | -3.38
 0.47 | -2.91
 0.01 | -2.9000000000000004
 0.37 | -2.5300000000000002
 0.35 | -2.18
 0.94 | -1.2400000000000002
 2.18 | 0
 0.47 | 0
 0.07 | 0
 -1.3 | -1.3
 0.37 | -0.93
 1.34 | 0
 -0.4 | -0.4
 1.43 | 0
 0.34 | 0
 -1.21 | -1.21
 0.62 | -0.59
