2021.9.16 | 0.03
2021.9.17 | 0.36
2021.9.18 | 0.22
2021.9.19 | 0.17
2021.9.20 | 0.6
2021.9.21 | 0.04
2021.9.22 | 0.09
2021.9.23 | 0.05
2021.9.24 | 0.22
2021.9.26 | 0.37
2021.9.27 | 0.45
2021.9.29 | 0.18
2021.10.1 | -0.47
2021.10.2 | 0.55
2021.10.3 | 0.48
2021.10.4 | 0.13
2021.10.5 | 0.13
2021.10.6 | 0.53
2021.10.7 | 0.37
2021.10.8 | 0.1
2021.10.9 | 0.33
2021.10.10 | 1.41
2021.10.11 | 0.11
2021.10.12 | 1.52
2021.10.13 | 0.12
2021.10.14 | 1.11
2021.10.15 | 1.44
2021.10.16 | 0.9
2021.10.17 | 0.29
2021.10.18 | 0.3
2021.10.19 | 0.07
2021.10.20 | 0.1
2021.10.21 | -0.0
2021.10.22 | 0.35
2021.10.23 | 0.2
2021.10.24 | 0.13
2021.10.25 | -0.39
2021.10.26 | -0.02
2021.10.28 | -0.02
2021.10.29 | 0.13
2021.10.30 | 0.55
2021.10.31 | 0.84
2021.11.1 | 0.39
2021.11.2 | 1.23
2021.11.3 | 2.17
2021.11.5 | 0.65
2021.11.6 | 0.27
2021.11.7 | 0.45
2021.11.8 | 0.67
2021.11.9 | 4.47
2021.11.10 | 1.92
2021.11.11 | 0.2
2021.11.12 | 0.68
2021.11.13 | 0.24
2021.11.14 | 0.52
2021.11.15 | 0.64
2021.11.16 | 1.37
2021.11.17 | 0.63
2021.11.18 | 0.82
2021.11.19 | 0.07
2021.11.20 | 0.18
2021.11.21 | -0.05
2021.11.22 | 0.96
2021.11.23 | 0.26
2021.11.24 | 0.61
2021.11.25 | 0.11
2021.11.26 | 0.27
2021.11.28 | 0.18
2021.11.29 | 0.08
2021.11.30 | 0.59
2021.12.1 | 0.16
2021.12.2 | 1.17
2021.12.3 | 1.55
2021.12.4 | -0.43
2021.12.6 | 0.05
2021.12.7 | 1.0
2021.12.8 | 2.4
2021.12.9 | 0.66
2021.12.10 | 0.4
2021.12.11 | 0.23
2021.12.12 | 4.69
2021.12.13 | 3.17
2021.12.14 | 0.31
2021.12.15 | 6.6
2021.12.16 | 1.54
2021.12.17 | 1.64
2021.12.18 | 0.56
2021.12.19 | 3.02
2021.12.20 | 0.56
2021.12.21 | 1.35
2021.12.22 | 0.64
2021.12.23 | 0.02
2021.12.24 | 2.88
2021.12.25 | 0.47
2021.12.26 | 1.1
2021.12.27 | 0.76
2021.12.28 | 1.28
2021.12.29 | 3.49
2021.12.30 | 0.01
2021.12.31 | -0.09
2022.1.1 | 0.32
2022.1.2 | 0.74
2022.1.3 | 0.36
2022.1.4 | 0.38
2022.1.5 | 1.43
2022.1.7 | 4.17
2022.1.8 | -0.23
2022.1.9 | 1.54
2022.1.10 | 0.75
2022.1.11 | 1.73
2022.1.12 | 0.79
2022.1.13 | 0.18
2022.1.14 | 1.18
2022.1.15 | 0.53
2022.1.16 | 0.57
2022.1.17 | 1.34
2022.1.18 | 3.26
2022.1.19 | 2.5
2022.1.20 | 1.12
2022.1.21 | -0.12
2022.1.22 | 2.09
2022.1.24 | 4.23
2022.1.25 | 0.37
2022.1.26 | 0.35
2022.1.27 | 0.48
2022.1.28 | 0.14
2022.1.29 | 0.98
2022.1.30 | 0.44
2022.1.31 | 1.53
2022.2.1 | 0.34
2022.2.2 | 1.05
2022.2.3 | 0.22
2022.2.4 | 2.09
2022.2.5 | 1.63
2022.2.6 | 2.18
2022.2.7 | 0.96
2022.2.8 | 0.67
2022.2.9 | 1.66
2022.2.10 | 0.67
2022.2.11 | 0.55
2022.2.12 | 0.21
2022.2.13 | 1.23
2022.2.14 | 0.29
2022.2.15 | 0.77
2022.2.16 | 0.98
2022.2.17 | 0.38
2022.2.18 | 0.7
2022.2.19 | 0.16
2022.2.20 | 0.49
2022.2.21 | 0.23
2022.2.22 | 2.24
2022.2.23 | 0.59
2022.2.25 | 0.09
2022.2.26 | 1.39
2022.2.27 | 0.07
2022.2.28 | 3.77
2022.3.1 | 0.66
2022.3.2 | 0.5
2022.3.3 | 0.49
2022.3.4 | 0.88
2022.3.5 | 0.44
2022.3.6 | 0.08
2022.3.8 | 0.27
2022.3.9 | -2.97
2022.3.10 | 2.85
2022.3.11 | -0.11
2022.3.12 | 0.81
2022.3.13 | 0.71
2022.3.14 | 0.16
2022.3.15 | 1.34
2022.3.16 | 2.83
2022.3.17 | 1.13
2022.3.18 | 0.57
2022.3.19 | 3.28
2022.3.20 | 0.46
2022.3.21 | -0.08
2022.3.22 | 1.62
2022.3.23 | 0.59
2022.3.24 | 1.63
2022.3.25 | 3.26
2022.3.26 | 1.66
2022.3.27 | 1.6
2022.3.28 | 1.88
2022.3.29 | 3.07
2022.3.30 | 0.25
2022.3.31 | 3.82
2022.4.1 | 1.33
2022.4.2 | 3.03
2022.4.3 | 3.29
2022.4.4 | 0.89
2022.4.5 | 1.43
2022.4.6 | 3.85
2022.4.7 | 0.42
2022.4.8 | 0.4
2022.4.9 | 2.05
2022.4.10 | 0.09
2022.4.11 | 1.31
2022.4.12 | 2.58
2022.4.13 | 0.2
2022.4.14 | 0.47
2022.4.15 | 0.39
2022.4.16 | -0.13
2022.4.17 | 0.72
2022.4.18 | -0.3
2022.4.19 | 0.42
2022.4.20 | 1.32
2022.4.21 | 1.19
2022.4.22 | 0.73
2022.4.23 | 1.08
2022.4.24 | 0.92
2022.4.25 | 0.46
2022.4.26 | 1.06
2022.4.27 | 0.19
2022.4.28 | 0.45
2022.4.29 | 0.4
2022.4.30 | 0.05
2022.5.1 | -0.59
2022.5.2 | 0.39
2022.5.3 | 0.89
2022.5.4 | 1.03
2022.5.5 | 1.51
2022.5.6 | 1.33
2022.5.7 | 0.67
2022.5.8 | 0.65
2022.5.9 | 0.35
2022.5.10 | 1.08
2022.5.11 | 10.74
2022.5.12 | 0.85
2022.5.13 | 0.51
2022.5.14 | 0.69
2022.5.15 | 3.97
2022.5.16 | 0.91
2022.5.17 | 0.48
2022.5.18 | 2.53
2022.5.19 | 0.64
2022.5.20 | 0.79
2022.5.22 | 0.07
2022.5.23 | 1.13
2022.5.24 | 0.27
2022.5.25 | 2.87
2022.5.26 | 3.58
2022.5.27 | 0.52
2022.5.28 | 0.17
2022.5.29 | 1.05
2022.5.30 | 1.53
2022.5.31 | 2.19
2022.6.1 | 0.95
2022.6.2 | 2.54
2022.6.3 | 0.1
2022.6.4 | 2.04
2022.6.5 | 0.54
2022.6.6 | 0.58
2022.6.7 | -0.27
2022.6.8 | 0.6
2022.6.9 | 0.59
2022.6.10 | 3.43
2022.6.11 | 5.64
2022.6.12 | -0.11
2022.6.13 | 0.47
2022.6.14 | 0.8
2022.6.15 | 0.28
2022.6.16 | 1.18
2022.6.17 | 0.39
2022.6.18 | -1.16
2022.6.19 | 1.66
2022.6.20 | 0.89
2022.6.21 | 4.38
2022.6.22 | 5.27
2022.6.23 | 7.39
2022.6.24 | 3.96
2022.6.25 | 4.56
2022.6.26 | 4.59
2022.6.27 | 1.61
2022.6.28 | 1.4
2022.6.29 | 0.27
2022.6.30 | 0.71
2022.7.1 | 0.09
2022.7.2 | 0.45
2022.7.3 | 3.2
2022.7.4 | 6.69
2022.7.5 | 3.19
2022.7.6 | 0.9
2022.7.7 | 1.85
2022.7.8 | 0.47
2022.7.9 | 1.22
2022.7.10 | -0.21
2022.7.11 | 0.16
2022.7.12 | 0.12
2022.7.13 | 2.66
2022.7.14 | 2.01
2022.7.15 | 0.37
2022.7.16 | 0.73
2022.7.17 | 0.66
2022.7.18 | 1.06
2022.7.19 | 0.7
2022.7.21 | 0.79
2022.7.22 | 0.06
2022.7.23 | 0.25
2022.7.24 | 0.53
2022.7.25 | 1.18
2022.7.26 | 7.51
2022.7.27 | -0.95
2022.7.28 | 4.35
2022.7.29 | 0.26
2022.7.30 | 0.19
2022.7.31 | 1.2
2022.8.1 | 0.21
2022.8.2 | 0.45
2022.8.3 | 0.32
2022.8.4 | 2.96
2022.8.5 | 1.83
2022.8.6 | 0.64
2022.8.7 | 0.93
2022.8.8 | 2.12
2022.8.9 | 1.23
2022.8.10 | -2.61
2022.8.11 | 1.4
2022.8.12 | 0.79
2022.8.13 | 0.54
2022.8.14 | 0.0
2022.8.15 | 2.36
2022.8.16 | 0.17
2022.8.17 | -0.57
2022.8.18 | 2.06
2022.8.19 | 8.18
2022.8.20 | -0.05
2022.8.21 | 0.27
2022.8.22 | 0.9
2022.8.23 | 2.14
2022.8.24 | 1.59
2022.8.25 | 0.28
2022.8.26 | 2.45
2022.8.27 | 0.27
2022.8.28 | 0.63
2022.8.29 | 0.33
2022.8.30 | 0.18
2022.8.31 | 3.7
2022.9.1 | 1.45
2022.9.2 | 0.52
2022.9.3 | 0.77
2022.9.4 | 2.0
2022.9.5 | 0.79
2022.9.6 | 0.05
2022.9.7 | 0.5
2022.9.8 | 1.32
2022.9.9 | 1.88
2022.9.10 | 1.55
2022.9.11 | 2.14
2022.9.12 | 0.9
2022.9.13 | -3.91
2022.9.14 | 0.48
2022.9.15 | 0.52
2022.9.16 | 0.91
2022.9.17 | 0.77
2022.9.18 | 7.47
2022.9.19 | 2.11
2022.9.20 | 0.17
2022.9.21 | 2.11
2022.9.22 | 1.1
2022.9.23 | 0.1
2022.9.24 | 0.34
2022.9.25 | 0.15
2022.9.26 | 0.02
2022.9.27 | 0.21
2022.9.28 | 0.66
2022.9.29 | -0.13
2022.9.30 | 1.86
2022.10.1 | 0.13
2022.10.2 | 2.92
2022.10.3 | 0.54
2022.10.4 | -0.1
2022.10.5 | 0.73
2022.10.6 | 0.77
2022.10.7 | 1.39
2022.10.8 | 0.86
2022.10.9 | 1.2
2022.10.10 | 3.9
2022.10.11 | -0.63
2022.10.12 | 2.54
2022.10.13 | 2.98
2022.10.14 | 2.95
2022.10.15 | 0.51
2022.10.16 | 0.7
2022.10.17 | 0.29
2022.10.18 | 0.87
2022.10.19 | 1.78
2022.10.20 | 0.25
2022.10.21 | 1.74
2022.10.22 | 3.97
2022.10.23 | 0.93
2022.10.24 | 1.08
2022.10.25 | 1.05
2022.10.26 | 0.8
2022.10.27 | 2.58
2022.10.28 | 1.63
2022.10.29 | 2.33
2022.10.30 | 0.8
2022.10.31 | 1.0
2022.11.1 | 3.45
2022.11.2 | 1.54
2022.11.3 | 0.32
2022.11.4 | 0.76
2022.11.5 | 5.43
2022.11.6 | 0.69
2022.11.7 | 0.25
2022.11.8 | 1.75
2022.11.9 | 0.93
2022.11.10 | 1.06
2022.11.11 | 0.16
2022.11.12 | 0.91
2022.11.13 | 17.65
2022.11.14 | -1.68
2022.11.15 | 0.74
2022.11.16 | 12.47
2022.11.17 | 0.86
2022.11.18 | 1.79
2022.11.19 | 1.57
2022.11.20 | 5.34
2022.11.21 | 2.26
2022.11.22 | -1.01
2022.11.23 | 2.15
2022.11.24 | 2.04
2022.11.25 | 1.26
2022.11.26 | 3.32
2022.11.27 | 1.32
2022.11.28 | -1.74
2022.11.29 | 1.27
2022.11.30 | 2.32
2022.12.1 | 1.53
2022.12.2 | 1.83
2022.12.3 | 2.79
2022.12.4 | 2.13
2022.12.5 | 1.76
2022.12.6 | 2.17
2022.12.7 | 2.26
2022.12.8 | 0.43
2022.12.9 | 3.4
2022.12.10 | 0.74
2022.12.11 | 4.46
2022.12.12 | 1.62
2022.12.13 | 0.16
2022.12.14 | 5.45
2022.12.15 | 0.33
2022.12.16 | 2.3
2022.12.17 | 0.01
2022.12.18 | 0.88
2022.12.19 | 1.38
2022.12.20 | 1.08
2022.12.21 | 1.07
2022.12.22 | 0.77
2022.12.23 | 2.82
2022.12.24 | 0.58
2022.12.25 | 0.95
2022.12.26 | 2.37
2022.12.27 | 1.66
2022.12.28 | 1.04
2022.12.29 | 0.06
2022.12.30 | 0.53
2022.12.31 | 0.96
2023.1.1 | 0.4
2023.1.2 | 4.84
2023.1.3 | 0.96
2023.1.4 | 2.32
2023.1.5 | 2.56
2023.1.6 | 0.9
2023.1.7 | 0.21
2023.1.8 | -0.27
2023.1.9 | 1.25
2023.1.10 | 0.53
2023.1.11 | 1.11
2023.1.12 | 15.3
2023.1.13 | 1.03
2023.1.14 | 3.57
2023.1.15 | 1.34
2023.1.16 | 2.66
2023.1.17 | 2.64
2023.1.18 | 2.1
2023.1.19 | 0.92
2023.1.20 | 2.37
2023.1.21 | 2.59
2023.1.22 | 0.06
2023.1.23 | 1.66
2023.1.24 | 1.64
2023.1.25 | 1.41
2023.1.26 | 4.05
2023.1.27 | 4.67
2023.1.28 | 2.3
2023.1.29 | 0.84
2023.1.30 | 3.04
2023.1.31 | 2.43
2023.2.1 | 1.56
2023.2.2 | 1.64
2023.2.3 | 1.79
2023.2.4 | 2.08
2023.2.5 | 10.51
2023.2.6 | 0.52
2023.2.7 | 1.96
2023.2.8 | 0.7
2023.2.9 | 3.18
2023.2.10 | 0.97
2023.2.11 | 0.07
2023.2.12 | 0.4
2023.2.13 | 0.26
2023.2.14 | 19.17
2023.2.15 | 0.56
2023.2.16 | 1.67
2023.2.17 | 0.08
2023.2.18 | 0.77
2023.2.19 | 0.96
2023.2.20 | 0.69
2023.2.21 | 2.5
2023.2.22 | 0.18
2023.2.23 | 0.05
2023.2.24 | 1.16
2023.2.25 | 0.44
2023.2.26 | -0.01
2023.2.27 | 0.19
2023.2.28 | 0.59
2023.3.1 | 0.4
2023.3.2 | 0.55
2023.3.3 | 0.05
2023.3.4 | 0.35
2023.3.5 | 3.56
2023.3.6 | 0.07
2023.3.7 | 1.0
2023.3.8 | 0.26
2023.3.9 | 0.29
2023.3.10 | 0.05
2023.3.11 | 0.51
2023.3.12 | -0.04
2023.3.13 | -1.2
2023.3.14 | 2.43
2023.3.15 | 0.22
2023.3.16 | 0.28
2023.3.18 | 1.64
2023.3.19 | 0.28
2023.3.20 | 0.89
2023.3.21 | 1.78
2023.3.22 | 0.59
2023.3.23 | -0.01
2023.3.24 | 2.3
2023.3.25 | 0.31
2023.3.26 | 0.59
2023.3.27 | 0.1
2023.3.28 | 0.75
2023.3.29 | 1.5
2023.3.30 | 0.97
2023.3.31 | 0.29
2023.4.1 | 0.87
2023.4.2 | 1.13
2023.4.3 | 0.88
2023.4.4 | 0.51
2023.4.5 | 1.34
2023.4.6 | 1.0
2023.4.7 | 1.31
2023.4.8 | 1.93
2023.4.9 | 0.59
2023.4.10 | 0.03
2023.4.11 | 1.09
2023.4.12 | 0.04
2023.4.13 | 1.22
2023.4.14 | 1.44
2023.4.15 | 0.86
2023.4.16 | 0.46
2023.4.17 | 1.02
2023.4.18 | 1.49
2023.4.19 | 5.65
2023.4.20 | 1.69
2023.4.21 | 2.49
2023.4.22 | 0.07
2023.4.23 | 0.23
2023.4.24 | 0.58
2023.4.25 | 0.75
2023.4.26 | -0.21
2023.4.27 | 1.87
2023.4.28 | 2.3
2023.4.29 | 3.2
2023.4.30 | 0.1
2023.5.1 | 3.33
2023.5.2 | 0.31
2023.5.3 | 0.87
2023.5.4 | 0.72
2023.5.5 | 9.07
2023.5.6 | 0.24
2023.5.7 | 0.21
2023.5.8 | 3.89
2023.5.9 | 2.43
2023.5.10 | 2.46
2023.5.11 | 1.73
2023.5.12 | 8.68
2023.5.13 | 0.93
2023.5.14 | 3.65
2023.5.15 | 1.21
2023.5.16 | 2.63
2023.5.17 | 0.42
2023.5.18 | 0.69
2023.5.19 | 0.07
2023.5.20 | 2.04
2023.5.21 | 0.62
2023.5.22 | 0.14
2023.5.23 | 0.29
2023.5.24 | 0.78
2023.5.25 | 0.51
2023.5.26 | 0.91
2023.5.27 | 1.14
2023.5.28 | 0.65
2023.5.29 | 0.33
2023.5.30 | 0.14
2023.5.31 | 0.4
2023.6.1 | 0.64
2023.6.2 | 1.35
2023.6.3 | 0.86
2023.6.4 | 0.31
2023.6.5 | -5.37
2023.6.6 | 4.63
2023.6.7 | 0.7
2023.6.8 | 0.28
2023.6.9 | 0.56
2023.6.10 | 1.64
2023.6.11 | 0.46
2023.6.12 | 0.64
2023.6.13 | 1.43
2023.6.14 | 0.9
2023.6.15 | 0.08
2023.6.16 | 0.89
2023.6.17 | 1.46
2023.6.18 | 4.03
2023.6.19 | 1.86
2023.6.20 | 0.21
2023.6.21 | 0.94
2023.6.22 | 4.56
2023.6.23 | 0.12
2023.6.24 | 1.21
2023.6.25 | 0.46
2023.6.26 | 1.54
2023.6.27 | 0.1
2023.6.28 | 10.39
2023.6.29 | 0.35
2023.6.30 | 2.57
2023.7.1 | 0.43
2023.7.2 | 0.84
2023.7.3 | 1.72
2023.7.4 | 2.0
2023.7.5 | 4.44
2023.7.6 | 0.44
2023.7.7 | 0.98
2023.7.8 | 0.47
2023.7.9 | 0.6
2023.7.10 | 1.57
2023.7.11 | 0.26
2023.7.12 | 3.43
2023.7.13 | -2.31
2023.7.14 | 2.85
2023.7.15 | 0.63
2023.7.16 | 0.97
2023.7.17 | 0.2
2023.7.18 | 2.04
2023.7.19 | 1.32
2023.7.20 | 1.39
2023.7.21 | 0.6
2023.7.22 | 3.4
2023.7.23 | 0.78
2023.7.24 | 6.75
2023.7.25 | 0.08
2023.7.26 | 2.24
2023.7.27 | 1.66
2023.7.28 | 0.89
2023.7.29 | 1.73
2023.7.30 | 0.21
2023.7.31 | 0.84
2023.8.1 | 2.84
2023.8.2 | 2.17
2023.8.3 | 0.99
2023.8.4 | 2.35
2023.8.5 | 0.28
2023.8.6 | 0.39
2023.8.7 | 0.26
2023.8.8 | 0.62
2023.8.9 | 0.39
2023.8.10 | 2.55
2023.8.11 | 0.95
2023.8.12 | 0.97
2023.8.13 | 0.52
2023.8.14 | 0.39
2023.8.15 | 9.99
2023.8.16 | 2.65
2023.8.17 | 1.58
2023.8.18 | 2.16
2023.8.19 | 0.12
2023.8.20 | 0.15
2023.8.21 | 1.16
2023.8.22 | 8.91
2023.8.23 | -0.17
2023.8.24 | 0.32
2023.8.25 | 1.0
2023.8.26 | 0.46
2023.8.27 | 0.58
2023.8.28 | 3.98
2023.8.29 | -1.42
2023.8.30 | 1.76
2023.8.31 | 4.1
2023.9.1 | 0.92
2023.9.2 | 0.11
2023.9.3 | 1.34
2023.9.4 | 5.95
2023.9.5 | 0.38
2023.9.6 | 4.1
2023.9.7 | 0.46
2023.9.8 | 1.21
2023.9.9 | 0.04
2023.9.10 | 9.01
2023.9.11 | 0.58
2023.9.12 | 1.66
2023.9.13 | 1.04
2023.9.14 | 0.69
2023.9.15 | 0.46
2023.9.16 | 0.11
2023.9.17 | 2.42
2023.9.18 | 0.96
2023.9.20 | 0.47
2023.9.21 | 0.98
2023.9.22 | 1.35
2023.9.23 | 0.68
2023.9.24 | 0.7
2023.9.25 | 0.32
2023.9.26 | 2.22
2023.9.27 | 1.45
2023.9.28 | 0.34
2023.9.29 | 0.37
2023.9.30 | 0.44
2023.10.1 | 1.22
2023.10.2 | 2.48
2023.10.3 | 0.43
2023.10.4 | 0.98
2023.10.5 | 0.24
2023.10.6 | 0.58
2023.10.7 | 0.9
2023.10.8 | 0.48
2023.10.9 | 5.09
2023.10.10 | 1.8
2023.10.11 | 0.56
2023.10.12 | 5.14
2023.10.13 | 0.69
2023.10.14 | 0.3
2023.10.15 | 1.87
2023.10.16 | 2.48
2023.10.17 | 6.2
2023.10.18 | 1.9
2023.10.19 | 1.64
2023.10.20 | 0.48
2023.10.21 | 1.39
2023.10.22 | 5.34
2023.10.23 | 7.49
2023.10.24 | 1.76
2023.10.25 | 1.27
2023.10.26 | 0.09
2023.10.27 | 2.25
2023.10.28 | 0.64
2023.10.29 | 0.59
2023.10.30 | 2.26
2023.10.31 | 5.95
2023.11.1 | 0.24
2023.11.2 | 1.12
2023.11.3 | 0.39
2023.11.4 | 1.2
2023.11.5 | 1.62
2023.11.6 | 0.8
2023.11.7 | 1.64
2023.11.8 | 3.53
2023.11.9 | 53.36
2023.11.10 | 1.64
2023.11.11 | 2.82
2023.11.12 | 2.78
2023.11.13 | 2.97
2023.11.14 | 2.82
2023.11.15 | 1.12
2023.11.16 | 1.56
2023.11.17 | 0.69
2023.11.18 | 0.31
2023.11.19 | 0.3
2023.11.20 | 4.26
2023.11.21 | 2.28
2023.11.22 | 0.5
2023.11.23 | 0.84
2023.11.24 | 0.5
2023.11.25 | 0.18
2023.11.26 | 1.13
2023.11.27 | 0.27
2023.11.28 | -0.02
2023.11.29 | 0.15
2023.11.30 | 1.19
2023.12.1 | 0.33
2023.12.2 | 2.03
2023.12.3 | 0.19
2023.12.4 | 25.42
2023.12.5 | 1.86
2023.12.6 | 1.62
2023.12.7 | 0.2
2023.12.8 | 0.24
2023.12.9 | 1.96
2023.12.10 | 0.33
2023.12.11 | 37.64
2023.12.12 | 0.63
2023.12.13 | 0.69
2023.12.14 | 11.77
2023.12.15 | 1.04
2023.12.16 | 0.38
2023.12.17 | 0.1
2023.12.18 | 2.37
2023.12.19 | 1.09
2023.12.20 | 1.71
2023.12.21 | 1.25
2023.12.22 | 0.62
2023.12.23 | 0.93
2023.12.24 | 6.86
2023.12.25 | 2.55
2023.12.26 | 9.42
2023.12.27 | 3.68
2023.12.28 | 0.39
2023.12.29 | 2.19
2023.12.30 | 1.19
2023.12.31 | 7.88
2024.1.1 | 0.09
2024.1.2 | 0.31
2024.1.3 | 1.23
2024.1.4 | 1.43
2024.1.5 | 15.17
2024.1.6 | 0.02
2024.1.7 | 1.46
2024.1.8 | 1.61
2024.1.9 | 13.56
2024.1.10 | 3.82
2024.1.11 | 2.28
2024.1.12 | 1.88
2024.1.13 | 0.13
2024.1.14 | 1.58
2024.1.15 | 1.31
2024.1.16 | 1.56
2024.1.17 | 1.23
2024.1.18 | 2.04
2024.1.19 | 0.21
2024.1.20 | 0.47
2024.1.21 | 1.65
2024.1.22 | 1.47
2024.1.23 | 0.14
2024.1.24 | 0.28
2024.1.25 | 0.12
2024.1.26 | 0.05
2024.1.27 | 0.52
2024.1.28 | 0.08
2024.1.29 | 0.73
2024.1.30 | 0.13
2024.1.31 | 1.96
2024.2.1 | 0.35
2024.2.2 | 0.9
2024.2.3 | 0.33
2024.2.4 | 0.27
2024.2.5 | 0.89
2024.2.6 | 0.49
2024.2.7 | 2.46
2024.2.8 | 1.37
2024.2.9 | 0.15
2024.2.10 | 0.66
2024.2.11 | 1.25
2024.2.12 | 0.79
2024.2.13 | 4.15
2024.2.14 | 0.18
2024.2.15 | 0.73
2024.2.16 | 1.34
2024.2.17 | -0.02
2024.2.18 | 1.07
2024.2.19 | 0.18
2024.2.20 | 1.56
2024.2.21 | 0.11
2024.2.22 | 1.46
2024.2.23 | 0.19
2024.2.24 | 0.23
2024.2.25 | 0.37
2024.2.26 | 2.97
2024.2.27 | 3.13
2024.2.28 | 50.6
2024.2.29 | 2.9
2024.3.1 | 1.2
2024.3.2 | 0.48
2024.3.3 | 31.17
2024.3.4 | 1.1
2024.3.5 | 23.71
2024.3.6 | 1.78
2024.3.7 | 0.21
2024.3.8 | 22.27
2024.3.9 | 0.55
2024.3.10 | 2.27
2024.3.11 | 1.67
2024.3.12 | 0.71
2024.3.13 | 1.28
2024.3.14 | 0.82
2024.3.15 | 0.09
2024.3.16 | 0.94
2024.3.17 | 0.18
2024.3.20 | -0.06
2024.3.21 | -7.35
2024.3.22 | 0.08
2024.3.23 | 0.5
2024.3.24 | 0.6
2024.3.25 | 0.06
2024.3.26 | 0.22
2024.3.27 | 0.87
2024.3.28 | 0.06
2024.3.29 | 0.36
2024.3.30 | 0.35
2024.3.31 | 0.22
2024.4.1 | 1.56
2024.4.2 | 1.66
2024.4.3 | 0.16
2024.4.4 | 0.61
2024.4.5 | 0.16
2024.4.6 | 0.34
2024.4.7 | 0.44
2024.4.8 | 0.99
2024.4.9 | 0.27
2024.4.10 | -0.06
2024.4.11 | 1.85
2024.4.12 | 14.46
2024.4.13 | 1.65
2024.4.14 | 0.19
2024.4.15 | 0.04
2024.4.16 | 2.59
2024.4.17 | 0.02
2024.4.18 | 0.16
2024.4.19 | 0.12
2024.4.20 | 0.47
2024.4.21 | 1.42
2024.4.22 | 0.17
2024.4.23 | 1.47
2024.4.26 | 0.88
2024.4.27 | 2.19
2024.4.28 | 0.82
2024.4.29 | 0.41
2024.4.30 | 2.92
2024.5.1 | 0.26
2024.5.2 | 1.66
2024.5.3 | 1.01
2024.5.4 | 0.02
2024.5.5 | 1.6
2024.5.6 | 0.15
2024.5.7 | 2.39
2024.5.8 | 2.4
2024.5.9 | 0.2
2024.5.10 | 0.11
2024.5.11 | 0.5
2024.5.12 | 0.56
2024.5.13 | -0.0
2024.5.14 | 0.69
2024.5.15 | 0.72
2024.5.16 | 0.21
